session_id,user_id,tool_id,session_date,duration_min
S05812,U0840,T02,2025-09-20,176
S05813,U0430,T07,2023-12-19,89
S05814,U1696,T10,2025-10-10,96
S05815,U1382,T09,2025-01-10,104
S05816,U0762,T10,2024-12-08,52
S05817,U2305,T03,2023-04-30,159
S05818,U0109,T01,2026-01-15,55
S05819,U1387,T04,2026-04-03,70
S05820,U1098,T07,2024-12-29,161
S05821,U1743,T08,2026-03-10,36
S05822,U0579,T04,2024-09-22,172
S05823,U0720,T09,2023-04-05,179
S05824,U0934,T02,2023-12-21,94
S05825,U0958,T10,2026-01-28,54
S05826,U2296,T02,2025-03-04,89
S05827,U2297,T10,2025-08-04,174
S05828,U2160,T10,2024-07-04,121
S05829,U0504,T05,2025-12-26,42
S05830,U1401,T02,2026-03-25,17
S05831,U2256,T06,2025-07-08,15
S05832,U2050,T01,2025-08-06,162
S05833,U1712,T06,2025-11-06,104
S05834,U1456,T04,2025-04-11,162
S05835,U0199,T09,2024-09-05,89
S05836,U1912,T01,2024-09-25,174
S05837,U1289,T05,2025-12-10,57
S05838,U1519,T05,2023-07-23,80
S05839,U2022,T04,2023-07-01,40
S05840,U1179,T10,2025-11-02,123
S05841,U1825,T06,2026-03-30,49
S05842,U0688,T06,2023-10-29,17
S05843,U0304,T05,2024-07-17,74
S05844,U1945,T09,2024-10-15,82
S05845,U1793,T07,2023-05-31,125
S05846,U2298,T10,2024-11-16,72
S05847,U2198,T08,2024-07-26,180
S05848,U0295,T06,2025-07-03,91
S05849,U0720,T04,2025-06-18,133
S05850,U1518,T02,2025-07-09,144
S05851,U2010,T10,2026-03-26,11
S05852,U0333,T07,2023-10-27,107
S05853,U1653,T07,2025-03-25,97
S05854,U0073,T03,2025-07-06,44
S05855,U2321,T06,2023-10-29,113
S05856,U0541,T01,2023-04-21,102
S05857,U2430,T04,2025-07-26,113
S05858,U1561,T05,2023-04-25,53
S05859,U1171,T05,2025-05-13,59
S05860,U0749,T01,2025-09-06,136
S05861,U0190,T03,2026-02-04,107
S05862,U1465,T01,2024-02-01,115
S05863,U1222,T04,2026-01-20,50
S05864,U2494,T01,2026-03-19,64
S05865,U2099,T02,2023-02-02,157
S05866,U2289,T01,2024-01-31,94
S05867,U1163,T05,2025-03-22,157
S05868,U0788,T10,2026-01-22,14
S05869,U2207,T09,2023-06-29,67
S05870,U2178,T01,2023-01-18,141
S05871,U0461,T09,2024-11-24,75
S05872,U2072,T09,2024-10-10,14
S05873,U2219,T04,2024-05-08,180
S05874,U0121,T04,2025-08-30,8
S05875,U1306,T04,2023-01-11,18
S05876,U2192,T10,2024-05-08,148
S05877,U1150,T07,2023-08-30,148
S05878,U2464,T06,2023-09-30,43
S05879,U1523,T08,2023-06-07,166
S05880,U1514,T09,2023-01-09,122
S05881,U1223,T08,2023-08-25,33
S05882,U1224,T01,2026-02-05,52
S05883,U1447,T10,2025-11-29,11
S05884,U2211,T05,2024-01-14,155
S05885,U0461,T04,2025-06-24,139
S05886,U1144,T10,2024-03-12,79
S05887,U1627,T07,2025-07-18,11
S05888,U1069,T07,2025-12-27,90
S05889,U1171,T06,2023-08-05,108
S05890,U1921,T09,2025-01-09,9
S05891,U0265,T03,2025-03-18,86
S05892,U0936,T03,2025-02-14,6
S05893,U0776,T10,2023-01-17,92
S05894,U0029,T07,2024-03-19,54
S05895,U0334,T01,2024-09-25,101
S05896,U0645,T10,2025-07-27,98
S05897,U1650,T03,2025-05-20,68
S05898,U1872,T07,2023-06-04,155
S05899,U0295,T10,2023-11-20,38
S05900,U1540,T07,2023-05-31,43
S05901,U0930,T10,2026-04-11,41
S05902,U2401,T01,2023-06-28,150
S05903,U2267,T09,2025-09-29,93
S05904,U1383,T01,2024-09-28,24
S05905,U0329,T04,2024-02-29,49
S05906,U1977,T08,2025-08-10,10
S05907,U2191,T03,2024-05-17,71
S05908,U0235,T03,2023-03-07,49
S05909,U2236,T09,2024-05-28,146
S05910,U2043,T04,2026-03-15,162
S05911,U0619,T09,2023-01-04,96
S05912,U2000,T06,2024-06-28,156
S05913,U0268,T03,2023-02-20,147
S05914,U1842,T07,2025-05-31,76
S05915,U0478,T03,2024-01-27,74
S05916,U0096,T07,2024-08-04,49
S05917,U0391,T01,2024-04-19,43
S05918,U1815,T09,2024-07-17,101
S05919,U0767,T02,2025-01-09,44
S05920,U1494,T06,2025-08-13,168
S05921,U0285,T09,2025-06-30,42
S05922,U0459,T06,2023-06-22,24
S05923,U0445,T01,2023-07-21,108
S05924,U1024,T08,2023-07-20,167
S05925,U0151,T07,2024-03-05,13
S05926,U2352,T02,2024-12-02,75
S05927,U2330,T03,2024-05-25,122
S05928,U1719,T05,2023-01-14,161
S05929,U1462,T06,2024-05-02,89
S05930,U1979,T02,2023-05-26,114
S05931,U2327,T10,2025-03-14,149
S05932,U0032,T01,2024-11-18,156
S05933,U1563,T01,2023-06-18,45
S05934,U0905,T01,2025-03-11,61
S05935,U1835,T08,2025-07-24,23
S05936,U1293,T02,2024-04-09,6
S05937,U0325,T06,2025-12-20,44
S05938,U0206,T02,2024-07-18,140
S05939,U0796,T09,2025-07-25,61
S05940,U1397,T06,2024-06-30,73
S05941,U0514,T07,2024-06-22,164
S05942,U1377,T04,2024-07-06,127
S05943,U0593,T10,2025-08-20,47
S05944,U1636,T02,2026-03-14,59
S05945,U2309,T01,2025-01-09,94
S05946,U1410,T09,2024-04-03,162
S05947,U0173,T06,2024-06-21,143
S05948,U0831,T03,2025-09-14,21
S05949,U1290,T09,2024-11-25,126
S05950,U0364,T09,2024-07-26,133
S05951,U0937,T08,2025-12-27,178
S05952,U0177,T09,2024-08-06,166
S05953,U1085,T05,2025-05-22,85
S05954,U1439,T09,2024-05-25,61
S05955,U2435,T06,2023-09-30,43
S05956,U1541,T10,2023-08-17,46
S05957,U0818,T09,2024-09-09,30
S05958,U2418,T01,2025-08-21,127
S05959,U1053,T03,2025-08-28,111
S05960,U1215,T08,2023-08-23,172
S05961,U1136,T05,2024-12-29,53
S05962,U2076,T05,2023-12-22,96
S05963,U0650,T02,2023-06-28,53
S05964,U0631,T05,2023-09-27,22
S05965,U0911,T03,2023-06-17,69
S05966,U2228,T10,2026-03-20,99
S05967,U0534,T09,2025-06-24,41
S05968,U0521,T07,2023-08-27,22
S05969,U0476,T10,2025-11-15,65
S05970,U0786,T05,2024-10-06,19
S05971,U0996,T02,2025-07-25,106
S05972,U0747,T06,2023-04-11,158
S05973,U1585,T03,2025-04-02,156
S05974,U1237,T07,2023-03-31,38
S05975,U1152,T09,2023-05-08,63
S05976,U2401,T10,2024-02-04,35
S05977,U2304,T09,2024-04-11,54
S05978,U1297,T02,2025-04-17,159
S05979,U1439,T05,2023-01-29,99
S05980,U0520,T05,2024-04-03,157
S05981,U0258,T06,2026-01-06,116
S05982,U0996,T03,2024-05-07,133
S05983,U0612,T03,2023-06-20,75
S05984,U1282,T04,2024-07-09,86
S05985,U1639,T04,2024-03-06,38
S05986,U0218,T03,2025-11-01,129
S05987,U0246,T07,2026-02-19,100
S05988,U0535,T03,2026-02-18,106
S05989,U2349,T02,2023-10-31,123
S05990,U1230,T01,2023-03-17,82
S05991,U1433,T05,2023-12-14,100
S05992,U2019,T01,2023-07-30,61
S05993,U2037,T06,2024-04-22,86
S05994,U1761,T10,2023-08-08,84
S05995,U2352,T10,2024-08-06,144
S05996,U1969,T03,2023-10-15,65
S05997,U2296,T01,2023-04-10,177
S05998,U1136,T08,2026-03-27,44
S05999,U1234,T06,2024-10-20,76
S06000,U0324,T02,2025-12-06,103
S06001,U2044,T09,2024-06-13,123
S06002,U0904,T03,2026-03-14,53
S06003,U1133,T08,2025-05-12,82
S06004,U0824,T07,2025-06-08,94
S06005,U1017,T01,2025-02-18,150
S06006,U1374,T10,2025-11-05,126
S06007,U1265,T04,2024-07-12,15
S06008,U0222,T07,2024-08-14,27
S06009,U0715,T10,2023-06-09,89
S06010,U1331,T10,2023-06-30,161
S06011,U1449,T03,2024-06-29,87
S06012,U1086,T03,2026-01-06,162
S06013,U0001,T01,2025-06-04,166
S06014,U2369,T01,2023-11-15,73
S06015,U1145,T02,2024-11-06,43
S06016,U1445,T09,2024-12-09,108
S06017,U1056,T02,2024-06-27,139
S06018,U0388,T08,2023-06-08,125
S06019,U1591,T06,2024-11-08,97
S06020,U1887,T09,2024-08-30,16
S06021,U1852,T01,2024-01-14,50
S06022,U0577,T02,2023-08-12,118
S06023,U0503,T10,2024-10-19,87
S06024,U0944,T10,2024-12-13,151
S06025,U1427,T04,2025-04-16,101
S06026,U1445,T08,2023-07-30,106
S06027,U0624,T05,2023-06-01,111
S06028,U0144,T08,2023-06-29,124
S06029,U0126,T03,2023-08-09,160
S06030,U0543,T01,2024-08-05,18
S06031,U1447,T01,2024-02-12,147
S06032,U0303,T01,2023-02-05,8
S06033,U0047,T09,2024-01-30,20
S06034,U1547,T03,2026-01-09,46
S06035,U0562,T10,2025-12-27,25
S06036,U0143,T05,2024-04-09,83
S06037,U0095,T08,2023-06-01,61
S06038,U0427,T03,2025-10-02,11
S06039,U0466,T10,2025-09-10,92
S06040,U1229,T05,2025-06-14,105
S06041,U1389,T02,2026-04-14,39
S06042,U1421,T08,2025-06-06,143
S06043,U2262,T09,2023-07-24,16
S06044,U2000,T10,2024-08-04,144
S06045,U0503,T03,2025-04-26,164
S06046,U0375,T08,2023-04-18,33
S06047,U1425,T09,2023-04-07,49
S06048,U0888,T08,2025-08-19,73
S06049,U0721,T09,2025-01-07,27
S06050,U1679,T04,2023-11-05,49
S06051,U1064,T02,2026-02-18,54
S06052,U0819,T09,2025-05-09,20
S06053,U0010,T02,2025-09-25,156
S06054,U1554,T08,2023-10-02,104
S06055,U2018,T01,2023-10-09,137
S06056,U2321,T07,2024-10-14,180
S06057,U2397,T05,2024-12-27,54
S06058,U1084,T07,2025-06-05,21
S06059,U1510,T04,2026-04-02,45
S06060,U0211,T01,2024-05-22,128
S06061,U0480,T09,2024-07-28,175
S06062,U0808,T06,2024-03-14,125
S06063,U0141,T07,2024-01-21,52
S06064,U1193,T09,2026-02-17,136
S06065,U0828,T02,2023-07-20,71
S06066,U2423,T09,2025-06-16,110
S06067,U2239,T03,2025-12-08,141
S06068,U1752,T02,2025-11-06,158
S06069,U0588,T09,2026-04-13,6
S06070,U0217,T03,2024-07-09,105
S06071,U1308,T07,2025-06-01,47
S06072,U2145,T09,2024-07-20,117
S06073,U0837,T03,2024-04-19,149
S06074,U1092,T09,2024-01-05,22
S06075,U1102,T01,2023-06-15,168
S06076,U1796,T05,2024-07-08,115
S06077,U0094,T08,2024-03-28,88
S06078,U1942,T02,2025-04-21,74
S06079,U1858,T07,2023-06-26,101
S06080,U1926,T08,2026-02-16,136
S06081,U2318,T07,2023-01-14,179
S06082,U0100,T10,2025-07-11,135
S06083,U2379,T01,2025-11-12,138
S06084,U1035,T03,2023-11-03,9
S06085,U1529,T07,2023-03-09,29
S06086,U0377,T03,2025-09-16,9
S06087,U2255,T04,2024-12-17,30
S06088,U0627,T01,2024-11-07,47
S06089,U2173,T07,2025-10-24,136
S06090,U1549,T08,2023-02-11,153
S06091,U2143,T08,2025-10-26,60
S06092,U1452,T10,2024-08-17,21
S06093,U1391,T06,2025-02-17,176
S06094,U0021,T05,2023-07-13,60
S06095,U0073,T07,2025-02-18,45
S06096,U2063,T09,2023-06-15,8
S06097,U2382,T03,2024-05-02,73
S06098,U1447,T04,2023-11-27,128
S06099,U2132,T09,2025-08-24,89
S06100,U0087,T06,2025-10-23,32
S06101,U2296,T02,2025-07-29,160
S06102,U0743,T09,2026-03-24,154
S06103,U0441,T10,2024-08-03,111
S06104,U1433,T09,2024-12-18,44
S06105,U2328,T05,2023-09-10,26
S06106,U1620,T10,2024-09-03,28
S06107,U2014,T07,2024-09-07,167
S06108,U0816,T01,2024-01-07,12
S06109,U2394,T05,2025-06-12,120
S06110,U2085,T09,2026-02-24,114
S06111,U1005,T06,2024-08-11,145
S06112,U0554,T04,2024-05-31,140
S06113,U0277,T10,2026-03-02,27
S06114,U0427,T01,2024-11-26,17
S06115,U0352,T01,2025-01-31,41
S06116,U1877,T02,2025-02-06,84
S06117,U0400,T07,2025-09-28,175
S06118,U1037,T04,2024-03-12,97
S06119,U0253,T01,2025-07-14,180
S06120,U0848,T10,2023-02-26,108
S06121,U1869,T04,2025-10-28,120
S06122,U2077,T05,2024-10-15,25
S06123,U0646,T01,2023-10-21,105
S06124,U2013,T01,2025-11-07,180
S06125,U2358,T07,2025-05-12,160
S06126,U1991,T10,2024-06-09,121
S06127,U0120,T07,2024-10-07,36
S06128,U1585,T06,2025-08-21,159
S06129,U1480,T02,2024-09-07,148
S06130,U0272,T05,2025-07-31,75
S06131,U1709,T04,2026-03-30,87
S06132,U1231,T06,2024-02-01,169
S06133,U2297,T07,2024-06-09,118
S06134,U0034,T09,2023-05-19,22
S06135,U2129,T05,2024-08-11,169
S06136,U0409,T04,2023-11-06,36
S06137,U1340,T06,2025-12-30,169
S06138,U1884,T08,2026-04-04,115
S06139,U1374,T01,2025-02-03,179
S06140,U0149,T08,2024-12-16,20
S06141,U1308,T05,2025-11-05,78
S06142,U0580,T07,2024-07-13,102
S06143,U1244,T06,2024-08-03,69
S06144,U0665,T09,2025-04-11,168
S06145,U0833,T08,2023-03-30,179
S06146,U2346,T08,2023-12-21,126
S06147,U1631,T04,2025-12-31,92
S06148,U0944,T03,2024-06-23,11
S06149,U2325,T01,2023-09-19,40
S06150,U2081,T07,2023-09-11,165
S06151,U0613,T09,2023-03-13,170
S06152,U2429,T10,2026-02-28,137
S06153,U1572,T03,2024-12-09,11
S06154,U1903,T10,2023-05-03,148
S06155,U2053,T07,2024-07-08,142
S06156,U2193,T05,2023-03-09,8
S06157,U0475,T05,2023-07-28,61
S06158,U0612,T09,2025-02-10,175
S06159,U1236,T04,2023-07-27,144
S06160,U0542,T09,2025-10-28,8
S06161,U0895,T04,2025-04-10,158
S06162,U0830,T03,2023-04-11,179
S06163,U1586,T06,2025-03-15,139
S06164,U2384,T05,2025-04-24,17
S06165,U0903,T05,2023-03-11,28
S06166,U2026,T09,2024-09-20,38
S06167,U1839,T10,2023-02-28,105
S06168,U2011,T04,2024-08-30,141
S06169,U0775,T08,2023-03-28,174
S06170,U1213,T10,2023-11-27,174
S06171,U0038,T01,2025-06-28,24
S06172,U0743,T03,2025-11-06,150
S06173,U2286,T06,2023-08-08,118
S06174,U0764,T09,2025-09-06,152
S06175,U1674,T05,2023-09-10,150
S06176,U1033,T03,2024-11-13,122
S06177,U0112,T03,2023-07-24,46
S06178,U1948,T09,2024-08-29,66
S06179,U1379,T08,2023-07-03,62
S06180,U0195,T08,2023-08-16,72
S06181,U1109,T07,2024-06-07,169
S06182,U1560,T02,2024-04-10,17
S06183,U0646,T04,2024-07-02,34
S06184,U2016,T04,2024-11-07,64
S06185,U2151,T01,2024-11-29,86
S06186,U0091,T07,2023-05-05,18
S06187,U0416,T04,2026-04-11,106
S06188,U2227,T03,2026-02-12,137
S06189,U0562,T06,2025-07-12,26
S06190,U0148,T08,2023-08-22,106
S06191,U1719,T07,2024-07-09,98
S06192,U0484,T10,2025-11-17,107
S06193,U1287,T09,2025-11-21,37
S06194,U1529,T05,2024-02-17,33
S06195,U0884,T02,2023-07-03,12
S06196,U2194,T04,2024-11-09,104
S06197,U1595,T03,2024-04-23,120
S06198,U0850,T10,2023-05-23,107
S06199,U0125,T04,2024-11-23,67
S06200,U2164,T07,2023-09-03,122
S06201,U1983,T01,2023-01-11,64
S06202,U1949,T04,2025-02-18,149
S06203,U0602,T08,2025-01-13,98
S06204,U1118,T08,2026-02-09,51
S06205,U1915,T02,2023-09-07,30
S06206,U0886,T10,2025-01-25,50
S06207,U1676,T08,2024-08-28,160
S06208,U1013,T05,2023-01-05,54
S06209,U0022,T04,2025-05-24,66
S06210,U1328,T05,2024-09-29,26
S06211,U1482,T08,2026-01-30,52
S06212,U0711,T09,2025-05-04,156
S06213,U1515,T02,2024-09-17,10
S06214,U0646,T05,2023-06-01,128
S06215,U1374,T10,2026-01-14,138
S06216,U0738,T03,2023-08-30,173
S06217,U2024,T08,2025-05-19,27
S06218,U2127,T07,2024-03-15,84
S06219,U2315,T06,2024-08-26,117
S06220,U1106,T05,2025-04-02,117
S06221,U2346,T04,2023-09-29,153
S06222,U1289,T03,2025-03-18,19
S06223,U2061,T01,2026-01-22,57
S06224,U0958,T06,2025-12-11,45
S06225,U1008,T07,2025-06-26,30
S06226,U1039,T08,2025-02-19,154
S06227,U1270,T10,2023-09-11,57
S06228,U1836,T04,2023-03-04,141
S06229,U2336,T04,2023-01-02,75
S06230,U1750,T09,2025-01-23,83
S06231,U0502,T09,2025-04-01,6
S06232,U2107,T05,2024-07-13,173
S06233,U1891,T01,2023-05-26,32
S06234,U0559,T02,2025-11-04,74
S06235,U1171,T07,2024-08-06,25
S06236,U0839,T05,2023-12-27,137
S06237,U0911,T08,2026-01-30,58
S06238,U0634,T06,2023-08-01,95
S06239,U0404,T06,2023-09-21,131
S06240,U2156,T09,2024-08-01,57
S06241,U0972,T07,2023-01-06,175
S06242,U1644,T06,2023-09-20,146
S06243,U2252,T04,2023-05-14,126
S06244,U1267,T10,2023-06-21,169
S06245,U1057,T03,2025-04-05,65
S06246,U0209,T04,2023-10-21,173
S06247,U1228,T03,2023-06-02,154
S06248,U0765,T03,2024-01-17,53
S06249,U0659,T07,2023-03-14,122
S06250,U1090,T01,2024-06-06,69
S06251,U1706,T08,2023-10-03,138
S06252,U1126,T01,2026-02-06,144
S06253,U0201,T10,2023-01-22,141
S06254,U1612,T08,2025-03-10,112
S06255,U1387,T05,2025-12-21,87
S06256,U0791,T09,2025-08-06,48
S06257,U2061,T10,2024-02-28,10
S06258,U1540,T08,2023-01-06,130
S06259,U1946,T06,2026-01-28,116
S06260,U0501,T03,2025-06-21,37
S06261,U0005,T10,2024-06-09,137
S06262,U2102,T10,2024-11-12,139
S06263,U1261,T02,2025-06-19,65
S06264,U0435,T09,2024-10-24,129
S06265,U2033,T10,2025-08-05,114
S06266,U1468,T05,2024-07-17,174
S06267,U1179,T02,2024-08-11,14
S06268,U1962,T01,2023-05-12,65
S06269,U0076,T03,2026-01-01,59
S06270,U2437,T02,2025-11-04,100
S06271,U1709,T05,2023-04-16,151
S06272,U0996,T06,2025-01-18,6
S06273,U0709,T02,2026-03-21,76
S06274,U0044,T07,2025-08-07,104
S06275,U0961,T04,2025-04-16,165
S06276,U1686,T06,2023-02-15,47
S06277,U0273,T08,2025-09-05,44
S06278,U2466,T05,2025-01-24,14
S06279,U1639,T04,2025-03-07,144
S06280,U1692,T08,2024-07-09,13
S06281,U0949,T09,2025-12-06,112
S06282,U1301,T05,2024-09-17,42
S06283,U0597,T01,2023-07-15,53
S06284,U2308,T04,2024-04-11,12
S06285,U1982,T03,2023-04-18,17
S06286,U1315,T02,2023-03-15,80
S06287,U0490,T05,2025-01-07,8
S06288,U2361,T01,2024-01-29,171
S06289,U0123,T05,2024-10-11,12
S06290,U1626,T02,2025-11-29,168
S06291,U1416,T02,2024-03-13,31
S06292,U0688,T07,2024-05-31,127
S06293,U1713,T03,2024-05-25,149
S06294,U1688,T09,2024-08-28,64
S06295,U0987,T04,2025-04-07,60
S06296,U2332,T06,2025-08-13,173
S06297,U1948,T07,2025-03-08,89
S06298,U0992,T10,2023-10-29,31
S06299,U0807,T05,2023-01-18,126
S06300,U1144,T03,2025-09-18,84
S06301,U1011,T02,2023-03-18,57
S06302,U1292,T10,2025-10-25,158
S06303,U0565,T01,2025-08-17,62
S06304,U0587,T05,2025-09-02,14
S06305,U1370,T05,2025-12-21,34
S06306,U1539,T10,2024-06-24,151
S06307,U2044,T08,2024-09-10,115
S06308,U1111,T10,2025-01-21,5
S06309,U0986,T07,2026-04-01,44
S06310,U0587,T08,2024-03-31,68
S06311,U1105,T10,2023-05-10,84
S06312,U0451,T10,2025-08-17,165
S06313,U2104,T09,2025-08-10,105
S06314,U1143,T10,2025-10-23,76
S06315,U0195,T02,2024-09-05,123
S06316,U0586,T08,2024-06-20,90
S06317,U0052,T01,2024-09-30,119
S06318,U0654,T09,2024-04-28,44
S06319,U1979,T07,2023-04-03,154
S06320,U1948,T03,2023-12-22,150
S06321,U1210,T02,2025-06-14,9
S06322,U2125,T03,2026-03-06,98
S06323,U2359,T08,2024-02-28,85
S06324,U0030,T04,2024-02-28,76
S06325,U0939,T02,2023-11-27,45
S06326,U2458,T04,2024-07-16,118
S06327,U0899,T09,2024-10-03,139
S06328,U2120,T05,2025-02-26,150
S06329,U0212,T09,2024-11-30,139
S06330,U1550,T05,2025-06-20,70
S06331,U2331,T05,2023-06-10,29
S06332,U0177,T05,2025-06-26,114
S06333,U0768,T09,2023-01-03,24
S06334,U0615,T02,2023-12-27,35
S06335,U1072,T10,2024-12-01,132
S06336,U1465,T08,2025-06-16,79
S06337,U0565,T07,2023-04-12,38
S06338,U1117,T03,2023-04-26,160
S06339,U0626,T08,2026-02-24,39
S06340,U1507,T04,2025-04-27,168
S06341,U1075,T05,2025-01-31,65
S06342,U0815,T05,2025-03-19,133
S06343,U1323,T06,2024-12-12,9
S06344,U0191,T01,2025-10-24,7
S06345,U0383,T04,2024-11-07,56
S06346,U2364,T08,2024-12-25,166
S06347,U0433,T02,2023-01-21,149
S06348,U1340,T05,2023-11-14,31
S06349,U0678,T09,2024-01-25,71
S06350,U2138,T08,2024-04-22,139
S06351,U0996,T08,2023-12-09,8
S06352,U0892,T04,2026-02-26,65
S06353,U0934,T09,2025-08-13,114
S06354,U1195,T06,2024-08-08,173
S06355,U0540,T07,2025-03-16,153
S06356,U2037,T03,2026-03-28,175
S06357,U0233,T10,2026-02-12,43
S06358,U0654,T01,2025-09-24,169
S06359,U0666,T03,2026-04-15,12
S06360,U1302,T07,2025-01-31,130
S06361,U0907,T02,2024-01-20,113
S06362,U1624,T03,2025-03-28,20
S06363,U0543,T08,2024-10-28,62
S06364,U1026,T03,2024-11-06,165
S06365,U0811,T08,2023-08-11,43
S06366,U1496,T04,2024-04-25,135
S06367,U2486,T04,2025-12-20,126
S06368,U0990,T07,2025-04-11,154
S06369,U0608,T02,2025-07-29,45
S06370,U1776,T08,2024-02-26,155
S06371,U2242,T06,2024-05-08,141
S06372,U0728,T05,2023-12-22,120
S06373,U1302,T09,2024-09-28,179
S06374,U0685,T03,2025-02-07,106
S06375,U0890,T01,2026-01-30,24
S06376,U2014,T03,2024-08-06,76
S06377,U1069,T06,2025-01-18,40
S06378,U1168,T06,2023-02-22,50
S06379,U2343,T02,2024-07-25,72
S06380,U0405,T02,2025-02-28,155
S06381,U1775,T09,2023-09-06,138
S06382,U1587,T08,2026-01-14,93
S06383,U1776,T02,2023-11-04,68
S06384,U1625,T06,2023-06-15,150
S06385,U1362,T10,2025-02-12,133
S06386,U0631,T02,2025-09-24,125
S06387,U2224,T08,2023-07-30,88
S06388,U1336,T06,2024-01-28,40
S06389,U1207,T03,2025-08-01,24
S06390,U1899,T09,2025-05-22,97
S06391,U2287,T06,2025-08-30,78
S06392,U2303,T06,2023-08-18,147
S06393,U0378,T07,2024-11-19,133
S06394,U1393,T01,2025-06-25,166
S06395,U1156,T03,2023-09-12,61
S06396,U1708,T07,2025-05-08,176
S06397,U0287,T09,2023-11-29,61
S06398,U0642,T02,2024-06-21,164
S06399,U1905,T02,2023-07-20,30
S06400,U2312,T06,2023-04-18,116
S06401,U1455,T08,2023-11-18,10
S06402,U0852,T07,2025-01-24,146
S06403,U1658,T05,2024-04-03,56
S06404,U1946,T02,2025-07-21,130
S06405,U0350,T05,2025-07-09,97
S06406,U1866,T02,2025-10-11,121
S06407,U2055,T07,2025-06-23,137
S06408,U1527,T01,2025-10-25,72
S06409,U1262,T02,2023-09-06,35
S06410,U2044,T10,2026-03-30,150
S06411,U0525,T10,2024-07-29,46
S06412,U2102,T08,2023-11-27,9
S06413,U2014,T04,2024-04-08,138
S06414,U2184,T05,2025-12-08,148
S06415,U1253,T08,2025-03-13,98
S06416,U1790,T09,2025-08-05,143
S06417,U1667,T02,2023-07-21,179
S06418,U1735,T02,2023-10-28,127
S06419,U0133,T07,2023-12-20,179
S06420,U0375,T03,2025-10-06,88
S06421,U0574,T08,2024-03-08,141
S06422,U1238,T03,2025-03-29,69
S06423,U1335,T06,2024-09-05,35
S06424,U0508,T01,2025-09-07,99
S06425,U0394,T01,2025-07-18,13
S06426,U1951,T10,2023-08-31,81
S06427,U1211,T08,2026-02-14,71
S06428,U1156,T09,2023-01-16,84
S06429,U0038,T04,2025-04-16,99
S06430,U1670,T06,2025-02-21,112
S06431,U0793,T08,2023-07-05,49
S06432,U0483,T07,2024-10-20,153
S06433,U0867,T07,2025-01-21,46
S06434,U0391,T06,2025-09-22,75
S06435,U0110,T04,2024-07-04,138
S06436,U1733,T09,2024-10-28,24
S06437,U1553,T03,2025-07-02,99
S06438,U2163,T09,2023-04-12,96
S06439,U1332,T03,2025-02-14,62
S06440,U0319,T04,2025-10-13,116
S06441,U0626,T09,2023-01-25,109
S06442,U2297,T06,2023-05-29,103
S06443,U1987,T01,2025-04-15,83
S06444,U2017,T01,2025-06-05,34
S06445,U2288,T06,2024-01-30,120
S06446,U1460,T08,2023-07-14,54
S06447,U0797,T06,2023-09-11,179
S06448,U0841,T08,2023-01-19,150
S06449,U2411,T07,2025-01-22,163
S06450,U1609,T08,2024-07-06,26
S06451,U1716,T01,2023-05-24,103
S06452,U1751,T01,2025-12-17,35
S06453,U2407,T07,2025-12-25,151
S06454,U0796,T05,2025-03-28,102
S06455,U2295,T01,2024-07-19,5
S06456,U1131,T05,2023-09-24,20
S06457,U1155,T02,2024-05-06,64
S06458,U0407,T02,2024-06-26,160
S06459,U0804,T02,2025-05-13,124
S06460,U0728,T05,2025-02-24,64
S06461,U2316,T08,2024-03-24,114
S06462,U1344,T09,2025-10-02,87
S06463,U1549,T09,2023-03-27,57
S06464,U0889,T04,2023-03-30,70
S06465,U0428,T10,2025-09-26,136
S06466,U1713,T07,2026-03-05,24
S06467,U0643,T02,2025-10-25,61
S06468,U0538,T04,2025-05-19,36
S06469,U0316,T07,2024-03-25,67
S06470,U0187,T07,2025-12-06,102
S06471,U0300,T04,2025-07-21,98
S06472,U0440,T05,2025-06-15,105
S06473,U1354,T05,2023-10-03,131
S06474,U2011,T07,2025-09-28,68
S06475,U2082,T05,2025-08-16,77
S06476,U2217,T06,2025-01-01,5
S06477,U1082,T06,2023-09-30,41
S06478,U1387,T10,2023-05-10,132
S06479,U0333,T09,2026-04-05,116
S06480,U2251,T06,2024-07-25,56
S06481,U2087,T03,2023-12-08,32
S06482,U1306,T05,2025-04-02,22
S06483,U0358,T04,2024-11-21,44
S06484,U0519,T05,2024-01-05,77
S06485,U0691,T02,2023-03-05,127
S06486,U1761,T01,2024-05-06,24
S06487,U2309,T06,2023-11-13,145
S06488,U1299,T07,2024-01-28,175
S06489,U0676,T05,2023-10-29,176
S06490,U1405,T01,2025-07-09,122
S06491,U0662,T05,2023-02-16,139
S06492,U2236,T08,2024-07-03,102
S06493,U1736,T06,2025-12-17,25
S06494,U1581,T03,2023-03-04,72
S06495,U0546,T10,2025-12-01,109
S06496,U1994,T08,2024-10-21,18
S06497,U0871,T07,2024-10-19,143
S06498,U1365,T04,2023-05-20,82
S06499,U0873,T05,2025-11-04,118
S06500,U1101,T09,2023-08-23,145
S06501,U0527,T04,2026-04-12,164
S06502,U1440,T01,2025-06-12,130
S06503,U1307,T05,2023-11-28,59
S06504,U2017,T06,2024-01-25,67
S06505,U0318,T07,2025-09-07,170
S06506,U1670,T03,2023-10-27,77
S06507,U0895,T05,2026-02-01,158
S06508,U0977,T06,2024-07-19,138
S06509,U1486,T10,2024-01-04,159
