prompt_id,session_id,category,tokens
P10744,S03449,Coding,231
P10745,S00476,Business,677
P10746,S04710,Learning,68
P10747,S03028,Business,456
P10748,S03642,Coding,70
P10749,S04562,Coding,458
P10750,S04416,Learning,421
P10751,S00574,Writing,486
P10752,S02321,Learning,57
P10753,S07118,Learning,131
P10754,S04680,Coding,104
P10755,S03800,Learning,496
P10756,S06254,Writing,749
P10757,S00521,Business,110
P10758,S06685,Image Generation,786
P10759,S03615,Research,355
P10760,S00378,Business,535
P10761,S01395,Research,347
P10762,S03486,Research,511
P10763,S01732,Research,415
P10764,S04033,Learning,409
P10765,S03222,Learning,680
P10766,S02360,Writing,593
P10767,S05484,Research,51
P10768,S07224,Research,724
P10769,S07431,Writing,425
P10770,S03801,Research,372
P10771,S07251,Research,329
P10772,S04973,Coding,130
P10773,S07264,Writing,545
P10774,S05544,Coding,97
P10775,S02022,Business,287
P10776,S05203,Research,540
P10777,S00793,Coding,252
P10778,S06184,Learning,177
P10779,S00701,Learning,358
P10780,S03836,Business,427
P10781,S03962,Writing,278
P10782,S02576,Business,402
P10783,S06132,Coding,468
P10784,S00513,Learning,241
P10785,S02793,Business,734
P10786,S06281,Research,154
P10787,S01719,Coding,138
P10788,S02587,Learning,673
P10789,S01313,Writing,316
P10790,S05242,Research,212
P10791,S01862,Learning,552
P10792,S02964,Writing,293
P10793,S01280,Research,213
P10794,S01002,Coding,567
P10795,S06410,Business,201
P10796,S01630,Business,208
P10797,S04487,Image Generation,595
P10798,S04125,Business,558
P10799,S06694,Business,207
P10800,S02121,Image Generation,609
P10801,S01335,Image Generation,581
P10802,S03679,Research,219
P10803,S06885,Coding,102
P10804,S05316,Learning,742
P10805,S03048,Image Generation,285
P10806,S04910,Coding,324
P10807,S00067,Learning,50
P10808,S02838,Coding,252
P10809,S03169,Research,252
P10810,S00086,Business,203
P10811,S00745,Research,672
P10812,S03660,Coding,407
P10813,S00463,Learning,566
P10814,S03027,Research,216
P10815,S01558,Business,655
P10816,S00413,Writing,631
P10817,S00036,Coding,723
P10818,S04482,Learning,441
P10819,S04642,Research,600
P10820,S06379,Image Generation,651
P10821,S00420,Image Generation,705
P10822,S06707,Learning,312
P10823,S04419,Image Generation,342
P10824,S03574,Coding,494
P10825,S04053,Writing,585
P10826,S06213,Business,613
P10827,S05480,Business,415
P10828,S06217,Image Generation,256
P10829,S02316,Coding,205
P10830,S05687,Research,742
P10831,S02895,Image Generation,384
P10832,S05685,Writing,409
P10833,S00039,Business,440
P10834,S07198,Business,457
P10835,S03991,Business,459
P10836,S04046,Image Generation,185
P10837,S01658,Image Generation,339
P10838,S04965,Coding,736
P10839,S05626,Coding,661
P10840,S01778,Image Generation,135
P10841,S02874,Coding,679
P10842,S02052,Learning,351
P10843,S03443,Writing,637
P10844,S05874,Writing,686
P10845,S05362,Image Generation,696
P10846,S03306,Learning,82
P10847,S00490,Image Generation,552
P10848,S03191,Coding,84
P10849,S02519,Business,744
P10850,S05757,Research,78
P10851,S02455,Writing,144
P10852,S05378,Research,758
P10853,S02585,Coding,735
P10854,S06126,Writing,379
P10855,S07356,Coding,652
P10856,S04748,Coding,219
P10857,S03271,Research,615
P10858,S02194,Learning,737
P10859,S00707,Learning,581
P10860,S03964,Coding,175
P10861,S04953,Research,784
P10862,S05129,Writing,58
P10863,S01301,Learning,219
P10864,S03441,Learning,578
P10865,S02843,Coding,375
P10866,S02386,Learning,221
P10867,S01531,Research,359
P10868,S06110,Business,317
P10869,S07289,Learning,163
P10870,S05167,Learning,708
P10871,S05829,Coding,224
P10872,S06576,Image Generation,72
P10873,S01875,Writing,297
P10874,S07430,Research,761
P10875,S05615,Coding,103
P10876,S06088,Coding,656
P10877,S05257,Research,751
P10878,S04620,Learning,755
P10879,S01552,Business,662
P10880,S03202,Writing,309
P10881,S02460,Writing,264
P10882,S03758,Writing,452
P10883,S02430,Image Generation,116
P10884,S03452,Coding,652
P10885,S00688,Image Generation,217
P10886,S03294,Research,450
P10887,S07033,Image Generation,705
P10888,S04164,Image Generation,285
P10889,S02423,Learning,669
P10890,S04435,Learning,498
P10891,S07206,Writing,684
P10892,S05356,Learning,575
P10893,S03563,Coding,512
P10894,S06534,Research,483
P10895,S01585,Research,410
P10896,S00789,Research,638
P10897,S02170,Learning,54
P10898,S02440,Research,281
P10899,S05934,Research,323
P10900,S03432,Research,257
P10901,S07404,Image Generation,587
P10902,S02790,Learning,616
P10903,S03705,Writing,258
P10904,S00201,Image Generation,317
P10905,S01276,Research,367
P10906,S03103,Research,779
P10907,S06478,Research,317
P10908,S02621,Coding,507
P10909,S02261,Coding,436
P10910,S05821,Research,590
P10911,S00225,Writing,327
P10912,S02675,Research,491
P10913,S06080,Image Generation,136
P10914,S03624,Research,793
P10915,S01672,Image Generation,362
P10916,S03315,Business,600
P10917,S02848,Business,518
P10918,S04446,Image Generation,286
P10919,S04911,Research,484
P10920,S07068,Writing,105
P10921,S01632,Business,468
P10922,S03750,Image Generation,184
P10923,S02119,Business,378
P10924,S04549,Business,627
P10925,S01349,Image Generation,276
P10926,S04091,Learning,350
P10927,S06055,Coding,437
P10928,S00243,Research,101
P10929,S06724,Research,197
P10930,S04633,Research,409
P10931,S04649,Learning,419
P10932,S03791,Business,429
P10933,S00434,Research,362
P10934,S00466,Image Generation,500
P10935,S04670,Image Generation,130
P10936,S03512,Image Generation,299
P10937,S02705,Writing,585
P10938,S02955,Writing,107
P10939,S00297,Business,234
P10940,S00249,Research,362
P10941,S00107,Business,238
P10942,S00090,Learning,571
P10943,S05794,Coding,791
P10944,S05563,Writing,348
P10945,S04271,Research,651
P10946,S06248,Image Generation,711
P10947,S05613,Business,646
P10948,S01147,Research,360
P10949,S01095,Learning,535
P10950,S01122,Writing,451
P10951,S05829,Research,280
P10952,S01922,Research,101
P10953,S07092,Learning,464
P10954,S06962,Research,449
P10955,S01336,Image Generation,318
P10956,S06352,Coding,141
P10957,S04564,Research,362
P10958,S02530,Learning,137
P10959,S03326,Coding,281
P10960,S03182,Research,518
P10961,S00461,Research,408
P10962,S04277,Writing,307
P10963,S05905,Business,324
P10964,S01297,Research,154
P10965,S00519,Coding,144
P10966,S04374,Learning,418
P10967,S07128,Research,543
P10968,S02950,Image Generation,423
P10969,S02803,Writing,494
P10970,S01542,Image Generation,346
P10971,S00295,Business,122
P10972,S02242,Coding,323
P10973,S03458,Business,243
P10974,S07013,Writing,228
P10975,S04163,Research,761
P10976,S00809,Learning,283
P10977,S06196,Coding,409
P10978,S00757,Writing,482
P10979,S01927,Coding,725
P10980,S03359,Writing,577
P10981,S00894,Research,195
P10982,S00166,Business,576
P10983,S06900,Writing,412
P10984,S06644,Learning,656
P10985,S00716,Coding,231
P10986,S01405,Business,730
P10987,S06796,Business,391
P10988,S01692,Learning,416
P10989,S00415,Business,486
P10990,S00706,Image Generation,424
P10991,S06988,Research,582
P10992,S00092,Research,236
P10993,S06860,Coding,397
P10994,S02640,Coding,600
P10995,S06304,Research,217
P10996,S05118,Learning,170
P10997,S03233,Research,133
P10998,S04579,Writing,79
P10999,S06335,Image Generation,291
P11000,S01517,Research,235
P11001,S04264,Image Generation,708
P11002,S04990,Writing,114
P11003,S04178,Coding,747
P11004,S03028,Business,64
P11005,S04651,Coding,586
P11006,S07132,Learning,213
P11007,S01609,Learning,140
P11008,S00841,Coding,59
P11009,S05645,Learning,385
P11010,S07001,Business,759
P11011,S03998,Writing,543
P11012,S02894,Research,642
P11013,S04374,Research,78
P11014,S06294,Research,179
P11015,S01449,Business,340
P11016,S05391,Learning,490
P11017,S05982,Writing,110
P11018,S05129,Business,305
P11019,S03798,Business,117
P11020,S03715,Writing,228
P11021,S05109,Writing,498
P11022,S01283,Writing,472
P11023,S07172,Learning,490
P11024,S03875,Learning,678
P11025,S06522,Research,449
P11026,S03031,Coding,190
P11027,S02016,Learning,221
P11028,S07463,Business,614
P11029,S02777,Research,237
P11030,S02025,Research,329
P11031,S03935,Learning,671
P11032,S02155,Learning,648
P11033,S00295,Image Generation,335
P11034,S06311,Business,783
P11035,S07338,Writing,250
P11036,S00188,Coding,67
P11037,S03223,Learning,615
P11038,S07124,Learning,535
P11039,S02282,Business,484
P11040,S01644,Learning,751
P11041,S01518,Writing,141
P11042,S05125,Coding,117
P11043,S01033,Writing,476
P11044,S05118,Writing,216
P11045,S07015,Image Generation,481
P11046,S07332,Image Generation,274
P11047,S03580,Research,700
P11048,S01728,Research,377
P11049,S01397,Business,209
P11050,S03679,Business,144
P11051,S00914,Research,668
P11052,S01240,Coding,395
P11053,S02017,Image Generation,357
P11054,S04697,Coding,388
P11055,S03387,Writing,762
P11056,S05329,Image Generation,225
P11057,S04188,Research,230
P11058,S07096,Coding,150
P11059,S00961,Writing,751
P11060,S06002,Learning,793
P11061,S07268,Coding,598
P11062,S06694,Learning,586
P11063,S00974,Research,107
P11064,S06205,Learning,408
P11065,S06349,Learning,589
P11066,S01029,Business,383
P11067,S00712,Writing,541
P11068,S02921,Writing,580
P11069,S02355,Coding,317
P11070,S05290,Image Generation,109
P11071,S02504,Image Generation,471
P11072,S00587,Image Generation,797
P11073,S00538,Coding,623
P11074,S06081,Learning,391
P11075,S01160,Writing,399
P11076,S04608,Writing,431
P11077,S05381,Business,331
P11078,S05916,Business,452
P11079,S03467,Research,435
P11080,S05796,Writing,597
P11081,S02884,Image Generation,139
P11082,S06893,Research,278
P11083,S06643,Coding,285
P11084,S05390,Learning,79
P11085,S02631,Learning,534
P11086,S03817,Image Generation,252
P11087,S06141,Coding,104
P11088,S06598,Coding,446
P11089,S00322,Business,401
P11090,S02520,Research,644
P11091,S05372,Coding,305
P11092,S05432,Coding,354
P11093,S03541,Learning,74
P11094,S03514,Learning,674
P11095,S03807,Business,476
P11096,S04105,Research,569
P11097,S05074,Learning,308
P11098,S04795,Writing,280
P11099,S00119,Image Generation,560
P11100,S03540,Learning,233
P11101,S04998,Writing,710
P11102,S07079,Learning,563
P11103,S01252,Business,374
P11104,S04206,Writing,495
P11105,S04064,Writing,401
P11106,S02715,Business,491
P11107,S01618,Image Generation,371
P11108,S00971,Research,356
P11109,S05192,Learning,433
P11110,S05972,Coding,684
P11111,S05308,Learning,417
P11112,S01255,Research,244
P11113,S00624,Business,294
P11114,S02124,Coding,80
P11115,S04018,Learning,329
P11116,S03110,Image Generation,289
P11117,S06053,Image Generation,545
P11118,S00260,Writing,632
P11119,S07093,Business,419
P11120,S04886,Image Generation,393
P11121,S00415,Writing,275
P11122,S01064,Image Generation,122
P11123,S05951,Image Generation,744
P11124,S02842,Writing,448
P11125,S06589,Image Generation,617
P11126,S03315,Learning,134
P11127,S03232,Learning,368
P11128,S06505,Research,539
P11129,S00795,Business,455
P11130,S05714,Business,194
P11131,S04668,Writing,622
P11132,S01551,Research,479
P11133,S06075,Learning,249
P11134,S00151,Business,529
P11135,S00051,Writing,406
P11136,S03037,Coding,60
P11137,S04649,Image Generation,450
P11138,S02343,Writing,696
P11139,S02816,Learning,670
P11140,S04191,Research,414
P11141,S05242,Coding,660
P11142,S04207,Image Generation,741
P11143,S05536,Business,678
P11144,S04327,Business,309
P11145,S02113,Learning,510
P11146,S01548,Learning,227
P11147,S01750,Learning,488
P11148,S02430,Image Generation,391
P11149,S06019,Coding,494
P11150,S05390,Research,208
P11151,S03853,Research,182
P11152,S06738,Research,521
P11153,S05933,Writing,519
P11154,S04511,Research,270
P11155,S00002,Image Generation,488
P11156,S05231,Writing,267
P11157,S06949,Research,730
P11158,S04256,Image Generation,664
P11159,S00436,Business,199
P11160,S02997,Writing,696
P11161,S01790,Research,767
P11162,S04511,Learning,425
P11163,S00058,Business,710
P11164,S03506,Learning,466
P11165,S03207,Research,603
P11166,S02961,Research,680
P11167,S01536,Business,679
P11168,S04251,Image Generation,644
P11169,S00032,Image Generation,393
P11170,S04814,Writing,176
P11171,S00391,Research,469
P11172,S01970,Learning,399
P11173,S03805,Image Generation,241
P11174,S02076,Image Generation,491
P11175,S06712,Research,469
P11176,S03440,Learning,131
P11177,S01300,Research,529
P11178,S04947,Image Generation,162
P11179,S06587,Writing,100
P11180,S04309,Business,623
P11181,S00461,Image Generation,710
P11182,S01783,Research,527
P11183,S04783,Image Generation,64
P11184,S06754,Business,57
P11185,S04027,Business,725
P11186,S03757,Coding,202
P11187,S02754,Writing,344
P11188,S05494,Research,433
P11189,S04932,Learning,462
P11190,S05816,Business,705
P11191,S06732,Coding,464
P11192,S04527,Coding,706
P11193,S03377,Coding,150
P11194,S04682,Research,217
P11195,S04646,Learning,784
P11196,S05463,Image Generation,659
P11197,S02118,Writing,218
P11198,S05376,Image Generation,448
P11199,S04416,Coding,286
P11200,S05224,Coding,464
P11201,S04343,Image Generation,445
P11202,S06988,Business,264
P11203,S01183,Learning,766
P11204,S06002,Writing,733
P11205,S01974,Learning,472
P11206,S06697,Research,390
P11207,S01446,Coding,179
P11208,S07371,Research,794
P11209,S00042,Writing,242
P11210,S05892,Learning,184
P11211,S02433,Coding,670
P11212,S03297,Learning,602
P11213,S05607,Coding,569
P11214,S05545,Research,795
P11215,S05446,Research,139
P11216,S02494,Learning,718
P11217,S01919,Business,478
P11218,S06443,Writing,641
P11219,S07061,Writing,431
P11220,S04306,Image Generation,486
P11221,S03010,Image Generation,149
P11222,S04081,Research,257
P11223,S06156,Coding,563
P11224,S04131,Business,295
P11225,S00811,Learning,345
P11226,S02790,Image Generation,414
P11227,S00073,Writing,283
P11228,S04857,Learning,651
P11229,S04233,Research,190
P11230,S06394,Research,185
P11231,S04538,Learning,374
P11232,S02343,Business,244
P11233,S05647,Research,182
P11234,S01330,Writing,93
P11235,S04607,Writing,690
P11236,S04636,Coding,745
P11237,S02518,Research,770
P11238,S05138,Writing,734
P11239,S05123,Research,95
P11240,S03855,Writing,489
P11241,S01793,Coding,91
P11242,S05027,Business,432
P11243,S03570,Research,685
P11244,S06369,Research,585
P11245,S02754,Image Generation,116
P11246,S02177,Business,672
P11247,S03135,Writing,589
P11248,S01892,Image Generation,721
P11249,S01511,Writing,107
P11250,S02103,Business,778
P11251,S04150,Research,311
P11252,S06890,Learning,181
P11253,S04318,Image Generation,77
P11254,S02391,Learning,609
P11255,S05540,Research,67
P11256,S04163,Coding,675
P11257,S00760,Business,400
P11258,S03699,Business,216
P11259,S05501,Research,627
P11260,S02228,Learning,691
P11261,S02222,Business,453
P11262,S05651,Image Generation,502
P11263,S07126,Business,443
P11264,S05856,Business,499
P11265,S07457,Learning,129
P11266,S00104,Writing,715
P11267,S03459,Learning,195
P11268,S00825,Coding,796
P11269,S01949,Learning,673
P11270,S03201,Writing,441
P11271,S06861,Coding,182
P11272,S00528,Writing,514
P11273,S06252,Image Generation,757
P11274,S04674,Learning,497
P11275,S03277,Research,787
P11276,S01195,Image Generation,533
P11277,S04509,Image Generation,683
P11278,S00166,Business,715
P11279,S04930,Research,435
P11280,S05212,Business,273
P11281,S07016,Image Generation,174
P11282,S07195,Coding,137
P11283,S01246,Writing,87
P11284,S06476,Research,210
P11285,S02840,Business,202
P11286,S06089,Writing,479
P11287,S03966,Research,437
P11288,S01285,Learning,625
P11289,S00363,Research,62
P11290,S07289,Business,696
P11291,S00734,Image Generation,93
P11292,S05883,Learning,518
P11293,S06008,Writing,463
P11294,S00003,Business,443
P11295,S01798,Learning,297
P11296,S02040,Writing,684
P11297,S07061,Business,357
P11298,S03518,Learning,656
P11299,S04025,Writing,367
P11300,S05798,Image Generation,467
P11301,S02043,Learning,706
P11302,S06072,Coding,519
P11303,S04977,Business,490
P11304,S03932,Image Generation,425
P11305,S00884,Research,779
P11306,S06612,Business,720
P11307,S06735,Coding,303
P11308,S04484,Research,296
P11309,S05735,Writing,422
P11310,S06862,Learning,159
P11311,S06424,Business,459
P11312,S04818,Learning,482
P11313,S00540,Business,70
P11314,S02315,Learning,210
P11315,S00849,Learning,64
P11316,S02283,Learning,429
P11317,S03905,Business,725
P11318,S06872,Research,158
P11319,S06907,Learning,786
P11320,S05951,Learning,526
P11321,S02461,Image Generation,282
P11322,S06977,Research,563
P11323,S07161,Research,258
P11324,S04535,Learning,56
P11325,S03193,Business,117
P11326,S03385,Research,111
P11327,S07213,Coding,504
P11328,S03316,Business,702
P11329,S00502,Writing,685
P11330,S01434,Business,658
P11331,S04283,Business,374
P11332,S04576,Learning,786
P11333,S05487,Learning,793
P11334,S04224,Research,233
P11335,S00460,Writing,737
P11336,S00487,Business,612
P11337,S02384,Image Generation,437
P11338,S06925,Learning,563
P11339,S07210,Writing,707
P11340,S01483,Image Generation,657
P11341,S02069,Writing,548
P11342,S01204,Image Generation,328
P11343,S02396,Learning,179
P11344,S04510,Image Generation,520
P11345,S04972,Writing,704
P11346,S01518,Image Generation,514
P11347,S04697,Research,68
P11348,S02725,Coding,771
P11349,S01735,Learning,726
P11350,S04333,Image Generation,727
P11351,S03982,Learning,629
P11352,S00815,Coding,244
P11353,S01966,Learning,230
P11354,S01849,Learning,197
P11355,S03525,Writing,74
P11356,S01270,Business,174
P11357,S07148,Business,149
P11358,S07015,Writing,140
P11359,S06947,Image Generation,524
P11360,S01406,Business,600
P11361,S02713,Learning,596
P11362,S00321,Research,664
P11363,S04776,Research,689
P11364,S00586,Writing,269
P11365,S03031,Business,651
P11366,S04542,Learning,611
P11367,S00134,Coding,392
P11368,S05967,Image Generation,618
P11369,S04214,Learning,490
P11370,S01070,Writing,650
P11371,S01408,Image Generation,406
P11372,S04779,Learning,415
P11373,S00692,Research,347
P11374,S02443,Learning,348
P11375,S03081,Business,487
P11376,S03461,Writing,301
P11377,S00158,Learning,648
P11378,S05835,Writing,304
P11379,S07048,Learning,120
P11380,S06100,Image Generation,192
P11381,S04907,Writing,369
P11382,S03486,Writing,390
P11383,S06051,Coding,619
P11384,S02496,Image Generation,128
P11385,S04640,Business,176
P11386,S04976,Business,489
P11387,S01612,Learning,741
P11388,S01245,Learning,152
P11389,S03395,Coding,90
P11390,S00153,Business,429
P11391,S02064,Writing,549
P11392,S02358,Learning,376
P11393,S04096,Coding,375
P11394,S06617,Image Generation,386
P11395,S00998,Research,359
P11396,S05428,Image Generation,74
P11397,S01340,Coding,515
P11398,S06530,Business,578
P11399,S02551,Image Generation,474
P11400,S07200,Coding,666
P11401,S04131,Image Generation,768
P11402,S04787,Coding,248
P11403,S05324,Image Generation,460
P11404,S01032,Writing,642
P11405,S05842,Research,218
P11406,S06892,Coding,181
P11407,S01665,Business,355
P11408,S06090,Business,446
P11409,S06573,Writing,221
P11410,S00654,Research,501
P11411,S02464,Coding,239
P11412,S06279,Business,511
P11413,S05683,Writing,319
P11414,S01623,Image Generation,751
P11415,S01117,Learning,654
P11416,S02314,Learning,434
P11417,S01613,Writing,587
P11418,S04488,Learning,647
P11419,S04212,Business,638
P11420,S07217,Image Generation,464
P11421,S01245,Research,232
P11422,S04952,Writing,588
P11423,S05373,Business,735
P11424,S03505,Writing,332
P11425,S00786,Business,85
P11426,S03220,Writing,73
P11427,S03868,Research,725
P11428,S05363,Writing,572
P11429,S03825,Research,629
P11430,S07333,Image Generation,712
P11431,S04935,Business,318
P11432,S06847,Business,395
P11433,S06834,Coding,648
P11434,S07033,Writing,519
P11435,S01195,Image Generation,452
P11436,S04809,Image Generation,193
P11437,S00170,Writing,368
P11438,S04797,Learning,237
P11439,S01706,Business,552
P11440,S06770,Coding,705
P11441,S07043,Business,788
P11442,S07235,Learning,558
P11443,S06408,Learning,175
P11444,S02424,Writing,718
P11445,S03199,Image Generation,617
P11446,S07390,Coding,464
P11447,S01765,Learning,789
P11448,S04830,Writing,351
P11449,S01746,Research,716
P11450,S06747,Learning,72
P11451,S04690,Writing,765
P11452,S01250,Coding,666
P11453,S07164,Research,794
P11454,S01682,Image Generation,104
P11455,S02015,Research,200
P11456,S03642,Learning,583
P11457,S06877,Business,246
P11458,S02624,Writing,288
P11459,S02325,Coding,308
P11460,S03998,Coding,297
P11461,S05610,Research,214
P11462,S03043,Coding,560
P11463,S04738,Coding,424
P11464,S05516,Image Generation,400
P11465,S07131,Research,708
P11466,S06128,Research,302
P11467,S03651,Business,170
P11468,S01361,Coding,63
P11469,S02965,Learning,282
P11470,S00969,Business,778
P11471,S03104,Research,798
P11472,S00298,Writing,287
P11473,S00893,Image Generation,234
P11474,S03547,Coding,756
P11475,S07084,Image Generation,735
P11476,S06744,Writing,271
P11477,S00747,Writing,423
P11478,S04701,Image Generation,290
P11479,S05967,Research,695
P11480,S04077,Learning,345
P11481,S00209,Coding,107
P11482,S00331,Business,464
P11483,S06966,Learning,781
P11484,S00305,Writing,262
P11485,S06547,Coding,763
P11486,S04324,Business,336
P11487,S02189,Coding,314
P11488,S01886,Learning,280
P11489,S01139,Business,631
P11490,S04042,Research,277
P11491,S03108,Learning,470
P11492,S07289,Research,727
P11493,S06884,Learning,128
P11494,S00187,Image Generation,247
P11495,S00014,Writing,194
P11496,S04311,Writing,782
P11497,S07106,Writing,701
P11498,S04956,Learning,565
P11499,S00397,Image Generation,385
P11500,S00204,Research,499
P11501,S00801,Writing,319
P11502,S00119,Coding,711
P11503,S00442,Business,353
P11504,S04407,Image Generation,717
P11505,S04632,Business,780
P11506,S04954,Coding,569
P11507,S07165,Coding,273
P11508,S01289,Learning,714
P11509,S00251,Coding,162
P11510,S03486,Learning,262
P11511,S03123,Coding,155
P11512,S06866,Writing,216
P11513,S05676,Research,224
P11514,S02096,Image Generation,317
P11515,S06298,Research,550
P11516,S02126,Learning,711
P11517,S03435,Business,192
P11518,S06820,Learning,627
P11519,S01556,Learning,421
P11520,S05460,Image Generation,528
P11521,S06791,Image Generation,769
P11522,S01045,Business,419
P11523,S04605,Coding,685
P11524,S05983,Research,281
P11525,S00282,Business,678
P11526,S04903,Business,690
P11527,S06950,Image Generation,706
P11528,S05439,Research,473
P11529,S06245,Business,495
P11530,S06808,Coding,140
P11531,S00777,Learning,465
P11532,S06380,Learning,262
P11533,S02900,Business,771
P11534,S00496,Learning,323
P11535,S01319,Business,733
P11536,S00072,Research,60
P11537,S01241,Coding,116
P11538,S05130,Image Generation,188
P11539,S02459,Learning,601
P11540,S01010,Writing,576
P11541,S00576,Learning,781
P11542,S07035,Business,596
P11543,S05457,Image Generation,626
P11544,S01040,Research,743
P11545,S00098,Coding,531
P11546,S03481,Business,613
P11547,S05004,Writing,523
P11548,S03685,Image Generation,342
P11549,S04634,Learning,517
P11550,S05436,Business,676
P11551,S03064,Learning,712
P11552,S01043,Image Generation,105
P11553,S06477,Research,644
P11554,S02732,Image Generation,225
P11555,S05999,Business,578
P11556,S05525,Image Generation,717
P11557,S03101,Research,800
P11558,S06817,Image Generation,595
P11559,S05387,Image Generation,349
P11560,S01276,Image Generation,176
P11561,S05479,Coding,243
P11562,S04338,Learning,383
P11563,S04092,Writing,724
P11564,S02458,Research,670
P11565,S02521,Learning,563
P11566,S00178,Research,457
P11567,S01433,Business,610
P11568,S01579,Learning,486
P11569,S01836,Business,242
P11570,S04614,Business,556
P11571,S04478,Learning,76
P11572,S00925,Coding,476
P11573,S00625,Image Generation,489
P11574,S01631,Learning,97
P11575,S02321,Learning,629
P11576,S01287,Coding,631
P11577,S00166,Image Generation,136
P11578,S02715,Business,142
P11579,S06923,Image Generation,396
P11580,S03114,Writing,108
P11581,S06278,Coding,634
P11582,S01398,Learning,751
P11583,S03565,Writing,398
P11584,S04217,Image Generation,468
P11585,S01458,Image Generation,233
P11586,S01797,Coding,579
P11587,S06542,Business,529
P11588,S01916,Learning,328
P11589,S06505,Business,407
P11590,S01427,Writing,763
P11591,S04057,Business,639
P11592,S00534,Coding,537
P11593,S00677,Coding,414
P11594,S00632,Writing,620
P11595,S02713,Writing,473
P11596,S04728,Coding,513
P11597,S04045,Writing,150
P11598,S07160,Research,457
P11599,S06610,Learning,316
P11600,S00813,Business,272
P11601,S05265,Research,580
P11602,S02183,Research,727
P11603,S04681,Coding,454
P11604,S06852,Learning,588
P11605,S03410,Learning,652
P11606,S06987,Image Generation,192
P11607,S00454,Business,615
P11608,S04604,Business,505
P11609,S06206,Business,447
P11610,S03828,Business,305
P11611,S03965,Writing,607
P11612,S04376,Research,589
P11613,S03064,Writing,385
P11614,S05423,Research,72
P11615,S02289,Writing,500
P11616,S00012,Research,637
P11617,S06758,Learning,463
P11618,S07373,Business,651
P11619,S05496,Writing,442
P11620,S03402,Coding,590
P11621,S04177,Image Generation,525
P11622,S00856,Writing,211
P11623,S05950,Learning,302
P11624,S07345,Writing,204
P11625,S03102,Writing,398
P11626,S04951,Learning,366
P11627,S03344,Research,479
P11628,S05458,Research,367
P11629,S02389,Image Generation,479
P11630,S01852,Learning,612
P11631,S04172,Writing,667
P11632,S06533,Image Generation,352
P11633,S05685,Learning,649
P11634,S01613,Business,413
P11635,S05483,Coding,198
P11636,S07105,Research,147
P11637,S05781,Research,205
P11638,S01736,Learning,275
P11639,S06524,Writing,549
P11640,S04923,Research,171
P11641,S04482,Coding,658
P11642,S03388,Business,430
P11643,S02630,Writing,704
P11644,S02214,Research,762
P11645,S04130,Business,414
P11646,S02954,Writing,708
P11647,S06029,Research,619
P11648,S01924,Research,500
P11649,S04800,Learning,190
P11650,S02632,Business,259
P11651,S01692,Coding,113
P11652,S04337,Writing,258
P11653,S01315,Research,532
P11654,S06840,Image Generation,775
P11655,S00204,Learning,266
P11656,S02094,Writing,724
P11657,S05483,Coding,632
P11658,S03676,Coding,651
P11659,S03053,Learning,77
P11660,S04460,Image Generation,394
P11661,S01593,Writing,525
P11662,S03763,Image Generation,451
P11663,S03483,Image Generation,415
P11664,S07392,Business,295
P11665,S01505,Image Generation,234
P11666,S02971,Research,237
P11667,S07279,Coding,120
P11668,S01558,Learning,234
P11669,S04044,Image Generation,749
P11670,S01483,Learning,297
P11671,S02764,Research,402
P11672,S02882,Writing,207
P11673,S01114,Business,781
P11674,S06786,Writing,794
P11675,S06121,Learning,608
P11676,S02305,Business,257
P11677,S00845,Learning,399
P11678,S04065,Writing,144
P11679,S07094,Coding,472
P11680,S05772,Image Generation,657
P11681,S02024,Image Generation,109
P11682,S04064,Business,532
P11683,S01849,Learning,607
P11684,S00683,Business,544
P11685,S00232,Business,300
P11686,S07136,Research,723
P11687,S00647,Learning,439
P11688,S02059,Learning,502
P11689,S02151,Writing,158
P11690,S02054,Coding,563
P11691,S01575,Image Generation,713
P11692,S02534,Learning,280
P11693,S01776,Writing,743
P11694,S00802,Learning,329
P11695,S02242,Writing,724
P11696,S02912,Business,469
P11697,S01039,Writing,123
P11698,S00135,Image Generation,768
P11699,S05482,Research,146
P11700,S07231,Learning,98
P11701,S01476,Business,453
P11702,S05977,Writing,637
P11703,S06610,Business,245
P11704,S00838,Coding,225
P11705,S02067,Image Generation,519
P11706,S03341,Learning,515
P11707,S02374,Image Generation,510
P11708,S00819,Research,659
P11709,S00864,Business,702
P11710,S01076,Coding,605
P11711,S05636,Image Generation,433
P11712,S01852,Learning,630
P11713,S04283,Learning,407
P11714,S06366,Image Generation,250
P11715,S06122,Image Generation,525
P11716,S01503,Learning,469
P11717,S04894,Image Generation,152
P11718,S05418,Research,198
P11719,S04433,Learning,144
P11720,S05853,Research,467
P11721,S04098,Learning,708
P11722,S05450,Image Generation,482
P11723,S06776,Research,513
P11724,S03240,Writing,724
P11725,S05473,Writing,333
P11726,S04579,Business,252
P11727,S01212,Coding,352
P11728,S05339,Learning,523
P11729,S05243,Coding,163
P11730,S01367,Business,514
P11731,S01523,Research,554
P11732,S07475,Coding,179
P11733,S06201,Business,722
P11734,S00905,Research,531
P11735,S02227,Coding,317
P11736,S07443,Image Generation,223
P11737,S03760,Image Generation,209
P11738,S00264,Writing,623
P11739,S04691,Image Generation,338
P11740,S01733,Research,530
P11741,S06327,Image Generation,292
P11742,S05435,Coding,420
P11743,S06845,Image Generation,708
